PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked,Age_range,Fare_category
696,0,2,0,0,0,0.0,3,1
697,0,3,0,0,0,0.0,2,1
698,1,3,1,0,0,2.0,0,0
699,0,1,0,1,1,1.0,3,3
700,0,3,0,0,0,0.0,2,0
701,1,1,1,1,0,1.0,1,3
702,1,1,0,0,0,0.0,2,2
703,0,3,1,0,1,1.0,1,2
704,0,3,0,0,0,2.0,1,0
705,0,3,0,1,0,0.0,1,0
706,0,2,0,0,0,0.0,2,2
707,1,2,1,0,0,0.0,2,1
708,1,1,0,0,0,0.0,2,2
709,1,1,1,0,0,0.0,1,3
710,1,3,0,1,1,1.0,0,2
711,1,1,1,0,0,1.0,1,3
712,0,1,0,0,0,0.0,0,2
713,1,1,0,1,0,0.0,2,3
714,0,3,0,0,0,0.0,1,1
715,0,2,0,0,0,0.0,3,1
716,0,3,0,0,0,0.0,1,0
717,1,1,1,0,0,1.0,2,3
718,1,2,1,0,0,0.0,1,1
719,0,3,0,0,0,2.0,0,2
720,0,3,0,0,0,0.0,2,0
721,1,2,1,0,1,0.0,0,3
722,0,3,0,1,0,0.0,1,0
723,0,2,0,0,0,0.0,2,1
724,0,2,0,0,0,0.0,3,1
725,1,1,0,1,0,0.0,1,3
726,0,3,0,0,0,0.0,1,1
727,1,2,1,3,0,0.0,1,2
728,1,3,1,0,0,2.0,0,0
729,0,2,0,1,0,0.0,1,2
730,0,3,1,1,0,0.0,1,1
731,1,1,1,0,0,0.0,1,3
732,0,3,0,0,0,1.0,0,2
733,0,2,0,0,0,0.0,0,0
734,0,2,0,0,0,0.0,1,1
735,0,2,0,0,0,0.0,1,1
736,0,3,0,0,0,0.0,1,2
737,0,3,1,1,3,0.0,2,3
738,1,1,0,0,0,1.0,2,0
739,0,3,0,0,0,0.0,0,0
740,0,3,0,0,0,0.0,0,0
741,1,1,0,0,0,0.0,0,2
742,0,1,0,1,0,0.0,2,3
743,1,1,1,2,2,1.0,1,3
744,0,3,0,1,0,0.0,1,2
745,1,3,0,0,0,0.0,1,1
746,0,1,0,1,1,0.0,4,3
747,0,3,0,1,1,0.0,0,2
748,1,2,1,0,0,0.0,1,1
749,0,1,0,1,0,0.0,1,3
750,0,3,0,0,0,2.0,1,0
751,1,2,1,1,1,0.0,0,2
752,1,3,0,0,1,0.0,0,1
753,0,3,0,0,0,0.0,2,1
754,0,3,0,0,0,0.0,1,0
755,1,2,1,1,2,0.0,2,3
756,1,2,0,1,1,0.0,0,2
757,0,3,0,0,0,0.0,1,0
758,0,2,0,0,0,0.0,1,1
759,0,3,0,0,0,0.0,2,1
760,1,1,1,0,0,0.0,2,3
761,0,3,0,0,0,0.0,0,2
762,0,3,0,0,0,0.0,2,0
763,1,3,0,0,0,1.0,1,0
764,1,1,1,1,2,0.0,2,3
765,0,3,0,0,0,0.0,0,0
766,1,1,1,1,0,0.0,3,3
767,0,1,0,0,0,1.0,0,3
768,0,3,1,0,0,2.0,1,0
769,0,3,0,1,0,2.0,0,2
770,0,3,0,0,0,0.0,1,1
771,0,3,0,0,0,0.0,1,1
772,0,3,0,0,0,0.0,2,0
773,0,2,1,0,0,0.0,3,1
774,0,3,0,0,0,1.0,0,0
775,1,2,1,1,3,0.0,3,2
776,0,3,0,0,0,0.0,1,0
777,0,3,0,0,0,2.0,0,0
778,1,3,1,0,0,0.0,0,1
779,0,3,0,0,0,2.0,0,0
780,1,1,1,0,1,0.0,2,3
781,1,3,1,0,0,1.0,0,0
782,1,1,1,1,0,0.0,1,3
783,0,1,0,0,0,0.0,1,2
784,0,3,0,1,2,0.0,0,2
785,0,3,0,0,0,0.0,1,0
786,0,3,0,0,0,0.0,1,0
787,1,3,1,0,0,0.0,1,0
788,0,3,0,4,1,2.0,0,2
789,1,3,0,1,2,0.0,0,2
790,0,1,0,0,0,1.0,2,3
791,0,3,0,0,0,2.0,0,0
792,0,2,0,0,0,0.0,0,2
793,0,3,1,8,2,0.0,0,3
794,0,1,0,0,0,1.0,0,2
795,0,3,0,0,0,0.0,1,0
796,0,2,0,0,0,0.0,2,1
797,1,1,1,0,0,0.0,3,2
798,1,3,1,0,0,0.0,1,1
799,0,3,0,0,0,1.0,1,0
800,0,3,1,1,1,0.0,1,2
801,0,2,0,0,0,0.0,2,1
802,1,2,1,1,1,0.0,1,2
803,1,1,0,1,2,0.0,0,3
804,1,3,0,0,1,1.0,0,1
805,1,3,0,0,0,0.0,1,0
806,0,3,0,0,0,0.0,1,0
807,0,1,0,0,0,0.0,2,0
808,0,3,1,0,0,0.0,1,0
809,0,2,0,0,0,0.0,2,1
810,1,1,1,1,0,0.0,2,3
811,0,3,0,0,0,0.0,1,0
812,0,3,0,0,0,0.0,2,2
813,0,2,0,0,0,0.0,2,1
814,0,3,1,4,2,0.0,0,3
815,0,3,0,0,0,0.0,1,1
816,0,1,0,0,0,0.0,0,0
817,0,3,1,0,0,0.0,1,1
818,0,2,0,1,1,1.0,1,3
819,0,3,0,0,0,0.0,2,0
820,0,3,0,3,2,0.0,0,2
821,1,1,1,1,1,0.0,3,3
822,1,3,0,0,0,0.0,1,1
823,0,1,0,0,0,0.0,2,0
824,1,3,1,0,1,0.0,1,1
825,0,3,0,4,1,0.0,0,3
826,0,3,0,0,0,2.0,0,0
827,0,3,0,0,0,0.0,0,3
828,1,2,0,0,2,1.0,0,3
829,1,3,0,0,0,2.0,0,0
830,1,1,1,0,0,0.0,3,3
831,1,3,1,1,0,1.0,0,2
832,1,2,0,1,1,0.0,0,2
833,0,3,0,0,0,1.0,0,0
834,0,3,0,0,0,0.0,1,0
835,0,3,0,0,0,0.0,1,1
836,1,1,1,1,1,1.0,2,3
837,0,3,0,0,0,0.0,1,1
838,0,3,0,0,0,0.0,0,1
839,1,3,0,0,0,0.0,1,3
840,1,1,0,0,0,1.0,0,2
841,0,3,0,0,0,0.0,1,1
842,0,2,0,0,0,0.0,0,1
843,1,1,1,0,0,1.0,1,2
844,0,3,0,0,0,1.0,2,0
845,0,3,0,0,0,0.0,1,1
846,0,3,0,0,0,0.0,2,0
847,0,3,0,8,2,0.0,0,3
848,0,3,0,0,0,1.0,2,0
849,0,2,0,0,1,0.0,1,3
850,1,1,1,1,0,1.0,0,3
851,0,3,0,4,2,0.0,0,3
852,0,3,0,0,0,0.0,4,0
853,0,3,1,1,1,1.0,0,2
854,1,1,1,0,1,0.0,0,3
855,0,2,1,1,0,0.0,2,2
856,1,3,1,0,1,0.0,1,1
857,1,1,1,1,1,0.0,2,3
858,1,1,0,0,0,0.0,3,2
859,1,3,1,0,3,1.0,1,2
860,0,3,0,0,0,1.0,0,0
861,0,3,0,2,0,0.0,2,1
862,0,2,0,1,0,0.0,1,1
863,1,1,1,0,0,0.0,2,2
864,0,3,1,8,2,0.0,0,3
865,0,2,0,0,0,0.0,1,1
866,1,2,1,0,0,0.0,2,1
867,1,2,1,1,0,1.0,1,1
868,0,1,0,0,0,0.0,1,3
869,0,3,0,0,0,0.0,0,1
870,1,3,0,1,1,0.0,0,1
871,0,3,0,0,0,0.0,1,0
872,1,1,1,1,1,0.0,2,3
873,0,1,0,0,0,0.0,2,0
874,0,3,0,0,0,0.0,2,1
875,1,2,1,1,0,1.0,1,2
876,1,3,1,0,0,1.0,0,0
877,0,3,0,0,0,0.0,1,1
878,0,3,0,0,0,0.0,1,0
879,0,3,0,0,0,0.0,0,0
880,1,1,1,0,1,1.0,3,3
881,1,2,1,0,1,0.0,1,2
882,0,3,0,0,0,0.0,2,0
883,0,3,1,0,0,0.0,1,1
884,0,2,0,0,0,0.0,1,1
885,0,3,0,0,0,0.0,1,0
886,0,3,1,0,5,2.0,2,2
887,0,2,0,0,0,0.0,1,1
888,1,1,1,0,0,0.0,1,2
889,0,3,1,1,2,0.0,0,2
890,1,1,0,0,0,1.0,1,2
891,0,3,0,0,0,2.0,1,0
